,Uganda_USDUGX,SA_USDSAR,Kenya_USDKES,Tanzania_USDTZS,Zambia_USDZMW,91-day Treasury Bill Yield (Uganda),Bankrate (SA),Interbank rate (Kenya),Treasury bill 91 days (Tanzania),Weighted interbank rate (Zambia),spx returns,usrate
2019-01-31,-0.005470606,-0.047505675,-0.009544029,0.006932437,-0.001089553,1.503422303,1.129562535,0.446864696,0.367422483,1.404159368,0.015492088,2.423809524
2019-02-28,-0.004134306,0.023855969,-0.009810697,0.008384441,-0.000629129,1.391247532,1.089866615,0.29551241,0.409056808,1.403670052,0.055018432,2.437894737
2019-03-31,0.009409422,0.02859608,0.002169117,-0.001242476,0.010890763,1.404943368,1.052829436,0.389075629,0.450431424,1.395902624,0.017673042,2.453809524
2019-04-30,0.009558064,-0.01424887,0.008629722,-0.010818838,0.039825482,1.38305954,1.075945905,0.682852227,0.519478624,1.404478003,0.034979029,2.432857143
2019-05-31,0.004313108,0.014347549,-0.000493949,-0.00379919,0.060167066,1.30925766,1.093112038,0.688232532,0.543902171,1.416347017,-0.017051395,2.403181818
2019-06-30,-0.012562713,0.00584216,0.007677959,0.000108749,-0.024865365,1.454009853,1.162812839,0.449212848,0.661333077,1.5307272,0.012345111,2.2195
2019-07-31,-0.005631095,-0.015481335,0.01298166,0.000217462,-0.017318804,1.508986333,1.185623666,0.382066992,0.718464989,1.564625839,0.036002054,2.145
2019-08-31,-0.001319373,0.067701302,0,5.44E-05,0.024186146,1.50886155,1.255831365,0.66104407,0.793241513,1.677760086,-0.033468326,1.990454545
2019-09-30,-0.003961798,-0.02310639,0.00480393,-0.000532837,0.007351994,1.503474131,1.259643941,1.143947011,0.844228502,1.756734302,0.02879886,1.9345
2019-10-31,0.007678647,-0.005899806,-0.002266317,0.001402167,0.004241788,1.61024993,1.402244198,1.262200941,0.963622765,1.843343813,-0.001503661,1.678636364
2019-11-30,-0.003243027,-0.005338156,-0.013853667,0.000922835,0.068463631,1.69934655,1.493137289,0.915563083,1.00619937,1.952364952,0.04184009,1.572105263
